Adress,Datum,Slutpris,Utgångspris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift/månad,Driftskostnad/år,Hiss,Områdeskod
"Fyrverkarbacken 42, 4 tr",13 oktober 2022,2600000,0,Lägenhet,Bostadsrätt,1.0,18.4,Nej,4.0,1963,498.0,,Ja,5
Hälsingegatan 31,13 oktober 2022,3050000,2995000,Lägenhet,Bostadsrätt,1.0,25.5,,1.0,1924,1200.0,4000.0,,7
"Torsgatan 68, 3tr",13 oktober 2022,2900000,2595000,Lägenhet,Bostadsrätt,1.0,26.0,Nej,3.0,1926,1160.0,5880.0,Ja,6
Kommendörsgatan 33A,13 oktober 2022,2600000,2495000,Lägenhet,Bostadsrätt,1.0,20.0,,2.0,1929,1119.0,5048.0,Ja,3
"Kammakargatan 18, 4tr",14 oktober 2022,2250000,2350000,Lägenhet,Bostadsrätt,1.0,22.0,Nej,4.0,1939,2150.0,5880.0,Ja,0
"Pontonjärgatan 18, 1tr",14 oktober 2022,2800000,2595000,Lägenhet,Bostadsrätt,1.0,26.0,Nej,1.0,1931,1570.0,6360.0,Ja,1
Storgatan 56A,17 oktober 2022,3175000,2995000,Lägenhet,Bostadsrätt,1.0,25.0,Nej,,1896,1163.0,,,3
Kronobergsgatan 20,17 oktober 2022,2750000,2750000,Lägenhet,Bostadsrätt,1.0,20.0,Nej,,1911,1426.0,,,1
Valfrid Palmgrens Gata 1,18 oktober 2022,3320000,2495000,Lägenhet,Bostadsrätt,1.0,25.0,Ja,2.0,2022,733.0,7354.0,Ja,7
Östermalmsgatan 61,18 oktober 2022,2800000,3000000,Lägenhet,Bostadsrätt,1.0,26.0,,1.0,1939,1015.0,3600.0,Ja,9
Robert Almströmsgatan 6,18 oktober 2022,3000000,2340000,Lägenhet,Bostadsrätt,1.0,20.0,Nej,5.0,1927,1249.0,6000.0,Ja,6
"Kungsholms strand 139, 6 tr",18 oktober 2022,3400000,2995000,Lägenhet,Bostadsrätt,1.0,37.0,Ja,6.0,1936,2043.0,4320.0,Ja,1
Wennerbergsgatan 6B,19 oktober 2022,2750000,2795000,Lägenhet,Bostadsrätt,1.0,30.0,Ja,4.0,1943,1506.0,5880.0,Ja,5
Bergsgatan 51,19 oktober 2022,3200000,2995000,Lägenhet,Bostadsrätt,1.0,31.0,Nej,2.0,1963,885.0,5880.0,Ja,8
Kungsklippan 20,20 oktober 2022,2710000,2495000,Lägenhet,Bostadsrätt,1.0,28.0,Ja,1.0,1934,2458.0,7400.0,Ja,8
"Karlbergsvägen 80A, 4,5tr",20 oktober 2022,3250000,2995000,Lägenhet,Bostadsrätt,1.0,29.0,,4.0,1912,1487.0,,Ja,6
"Falugatan 16, 3tr",20 oktober 2022,2790000,2895000,Lägenhet,Bostadsrätt,1.0,25.0,,3.0,1925,1482.0,,Nej,6
Igeldammsgatan 14,20 oktober 2022,3400000,3295000,Lägenhet,Bostadsrätt,1.0,34.0,Nej,3.0,1929,2001.0,,Ja,1
Birger Jarlsgatan 104K,20 oktober 2022,2650000,2595000,Lägenhet,Bostadsrätt,1.0,21.0,,1.0,1928,1524.0,4000.0,Nej,0
"Ola Hanssonsgatan 3, Accepterat pris",21 oktober 2022,2550000,2495000,Lägenhet,Bostadsrätt,1.0,28.0,Nej,,1934,1709.0,6500.0,,2
"Jarlaplan 4, ½tr",21 oktober 2022,3020000,2895000,Lägenhet,Bostadsrätt,1.0,20.0,Nej,,1915,780.0,4600.0,,0
Sankt Eriksgatan 92,21 oktober 2022,2950000,2695000,Lägenhet,Bostadsrätt,1.0,26.0,,1.0,1914,1203.0,,Ja,6
"Karlbergsvägen 80 A, 3,5tr",21 oktober 2022,3225000,3195000,Lägenhet,Bostadsrätt,1.0,29.0,Ja,3.5,1912,1487.0,,Ja,6
Kungsklippan 11,21 oktober 2022,2600000,2495000,Lägenhet,Bostadsrätt,1.0,31.0,,2.0,1938,2685.0,,Ja,8
Falugatan 19,21 oktober 2022,2475000,2295000,Lägenhet,Bostadsrätt,1.0,22.0,,0.5,1925,1374.0,,,6
"Ynglingagatan 15, 1tr",22 oktober 2022,2870000,2650000,Lägenhet,Bostadsrätt,1.0,32.0,,1.0,1906,1493.0,6700.0,Ja,7
"Sven Rinmans Gata 4, högst upp (Kungsbalkong)",23 oktober 2022,3100000,2950000,Lägenhet,Bostadsrätt,1.0,24.0,Ja,6.0,1930,1770.0,,Ja,1
Kungsbro Strand 21,24 oktober 2022,2265000,0,Lägenhet,Bostadsrätt,1.0,24.0,Ja,4.0,1934,2192.0,,Ja,8
Lidnersgatan 12A,24 oktober 2022,2700000,2795000,Lägenhet,Bostadsrätt,1.0,33.0,,1.5,1938,2527.0,4400.0,Ja,2
Kommendörsgatan 33A,24 oktober 2022,3100000,2995000,Lägenhet,Bostadsrätt,1.0,28.0,,2.0,1930,1501.0,,Ja,3
Gyllenborgsgatan 13,25 oktober 2022,2650000,2495000,Lägenhet,Bostadsrätt,1.0,26.0,Nej,2.0,1926,1467.0,,Nej,5
Robert Almströmsgatan 8,25 oktober 2022,2760000,2495000,Lägenhet,Bostadsrätt,1.0,21.0,,1.5,1927,1187.0,4400.0,Ja,6
"Gyllenborgsgatan 16.  1,5 tr.",26 oktober 2022,2300000,2395000,Lägenhet,Bostadsrätt,1.0,20.5,Nej,2.0,1926,1100.0,2000.0,Nej,5
Norrbackagatan 14,26 oktober 2022,2500000,2495000,Lägenhet,Bostadsrätt,1.0,24.0,Nej,4.0,1926,1557.0,1824.0,Ja,6
Gyllenstiernsgatan 19,26 oktober 2022,2700000,2495000,Lägenhet,Bostadsrätt,1.0,20.0,,2.0,1951,1004.0,,Ja,3
"Fyrverkarbacken 32, 6 tr",27 oktober 2022,2020000,1995000,Lägenhet,Bostadsrätt,1.0,18.4,Nej,6.0,1963,498.0,,Ja,5
"Kungsbro strand 25, 3 tr",27 oktober 2022,2660000,2450000,Lägenhet,Bostadsrätt,1.0,26.5,Ja,3.0,1934,2390.0,8112.0,Ja,8
Torsgatan 33,27 oktober 2022,2850000,2695000,Lägenhet,Bostadsrätt,1.0,24.0,Nej,3.0,1928,595.0,6500.0,Ja,6
Kungsklippan 11,27 oktober 2022,2450000,2450000,Lägenhet,Bostadsrätt,1.0,24.0,Nej,1.0,1938,1876.0,4200.0,Ja,8
Stadshagsplan 10,27 oktober 2022,3600000,3495000,Lägenhet,Bostadsrätt,1.0,40.0,Ja,1.0,1937,2507.0,,Ja,5
"Sankt Göransgatan 153, 5tr",28 oktober 2022,2250000,2195000,Lägenhet,Bostadsrätt,1.0,22.5,Nej,5.0,1949,1176.0,3000.0,Ja,5
"Roslagsgatan 25, 3tr",28 oktober 2022,3620000,3295000,Lägenhet,Bostadsrätt,1.0,33.0,Nej,3.0,1902,2346.0,4900.0,Ja,0
"Alströmergatan 32I, 3 tr",28 oktober 2022,2695000,2695000,Lägenhet,Bostadsrätt,1.0,28.0,Nej,3.0,1928,1667.0,,Ja,1
"Ulriksborgsgatan 7, vån 11",29 oktober 2022,3195000,3195000,Lägenhet,Bostadsrätt,1.0,40.0,Ja,11.0,2006,2383.0,6648.0,Ja,5
Kungsbro Strand 17,30 oktober 2022,2430000,2495000,Lägenhet,Bostadsrätt,1.0,27.0,Nej,1.0,1934,2302.0,6000.0,Ja,8
Linnégatan 20,31 oktober 2022,3400000,3400000,Lägenhet,Bostadsrätt,1.0,27.6,Ja,3.0,1942,1373.0,7400.0,Ja,9
Dalagatan 86 G,31 oktober 2022,3250000,2995000,Lägenhet,Bostadsrätt,1.0,33.0,Nej,0.5,1916,1977.0,3480.0,Ja,7
John Ericssonsgatan 16,31 oktober 2022,2660000,2795000,Lägenhet,Bostadsrätt,1.0,22.0,Ja,5.0,0,1435.0,,Ja,8
"Västmannagatan 69, 2tr",1 november 2022,3600000,2995000,Lägenhet,Bostadsrätt,1.0,29.0,Nej,2.0,1907,1020.0,,Ja,7
Nina einhorns gata 8,1 november 2022,2700000,2495000,Lägenhet,Bostadsrätt,1.0,26.0,Nej,,2018,1894.0,,,6
"Valhallavägen 63, 0.5 TR",1 november 2022,2460000,2295000,Lägenhet,Bostadsrätt,1.0,26.0,,0.5,1931,1243.0,5520.0,Ja,0
"Baltzar Von Platens Gata 7B, 2 tr",2 november 2022,2540000,2395000,Lägenhet,Bostadsrätt,1.0,19.5,Nej,2.0,1930,416.0,2880.0,Ja,1
"Bråvallagatan 9A, 3tr",2 november 2022,3610000,3295000,Lägenhet,Bostadsrätt,1.0,31.0,Ja,3.0,1927,1764.0,8868.0,Ja,6
"Sysslomansgatan 20, 6 tr",3 november 2022,3650000,3395000,Lägenhet,Bostadsrätt,1.0,35.0,Ja,6.0,1966,440.0,,Ja,1
Roslagsgatan 51,3 november 2022,3000000,2895000,Lägenhet,Bostadsrätt,1.0,28.0,Nej,1.0,1929,1560.0,3420.0,Nej,0
Nybrogatan 66A,3 november 2022,4100000,4250000,Lägenhet,Bostadsrätt,1.0,33.0,Ja,,1927,1557.0,873.0,,9
Valfrid palmgrens gata 1,4 november 2022,3500000,2700000,Lägenhet,Äganderätt,1.0,25.0,Ja,5.0,0,736.0,,Ja,7
Dalagatan 70 A,4 november 2022,2775000,2995000,Lägenhet,Bostadsrätt,1.0,25.0,,,1895,1340.0,13600.0,,7
Atlasgatan 12,4 november 2022,3220000,2995000,Lägenhet,Bostadsrätt,1.0,29.0,Nej,1.0,1929,1279.0,6500.0,Nej,6
Birger Jarlsgatan 104J,5 november 2022,2695000,2695000,Lägenhet,Bostadsrätt,1.0,21.0,Nej,3.0,1927,1467.0,,Nej,0
Torsgatan 33,7 november 2022,2900000,0,Lägenhet,Bostadsrätt,1.0,24.0,Nej,2.0,1928,595.0,6500.0,Ja,6
"John Ericssonsgatan 18, 3tr",8 november 2022,2800000,0,Lägenhet,Bostadsrätt,1.0,23.0,Ja,3.0,1935,971.0,,Ja,8
Luntmakargatan 69,8 november 2022,4400000,4600000,Lägenhet,Bostadsrätt,1.0,41.0,Ja,1.0,1883,2072.0,14800.0,Nej,0
Alströmergatan 35,8 november 2022,3370000,2995000,Lägenhet,Bostadsrätt,1.0,33.0,Ja,2.0,1941,2084.0,,Ja,1
"Gyllenborgsgatan 9, 3tr",9 november 2022,3200000,3150000,Lägenhet,Bostadsrätt,1.0,40.5,Nej,3.0,1926,1972.0,10900.0,Nej,5
Narvavägen 33a,9 november 2022,4200000,3995000,Lägenhet,Bostadsrätt,1.0,34.0,,3.0,1887,1676.0,8400.0,Ja,3
"Sankt Göransgatan 72, 3 tr",9 november 2022,3000000,2995000,Lägenhet,Bostadsrätt,1.0,26.0,Ja,3.0,1939,550.0,12470.0,Ja,1
Gyllenborgsgatan 9,10 november 2022,2100000,2450000,Lägenhet,Bostadsrätt,1.0,19.0,Nej,1.0,1926,1112.0,,Nej,5
"David Bagares Gata 12B, 2 tr",10 november 2022,2595000,2595000,Lägenhet,Bostadsrätt,1.0,19.0,Nej,2.0,0,1141.0,,Ja,0
Bråvallagatan 8,10 november 2022,3150000,2995000,Lägenhet,Bostadsrätt,1.0,27.0,Nej,2.0,1928,2157.0,6500.0,Ja,6
"Rörstrandsgatan 23, 2 tr.",10 november 2022,3050000,2850000,Lägenhet,Bostadsrätt,1.0,29.0,,2.0,1929,1405.0,,Ja,6
Sven Rinmans Gata 5,11 november 2022,2985000,2895000,Lägenhet,Bostadsrätt,1.0,30.0,,3.0,1931,1195.0,6400.0,Ja,1
"Anna steckséns gata 15, vån 4",11 november 2022,3250000,3395000,Lägenhet,Bostadsrätt,1.0,31.0,Nej,4.0,2022,1904.0,6378.0,Ja,6
"Roslagsgatan 41, 3tr",11 november 2022,3600000,3375000,Lägenhet,Andel i bostadsförening,1.0,34.0,Nej,3.0,1892,2202.0,6132.0,Nej,0
Valhallavägen 152B,11 november 2022,3260000,2995000,Lägenhet,Bostadsrätt,1.0,28.0,,,1973,1170.0,,,0
"Kronobergsgatan 6, 2tr",14 november 2022,3300000,3495000,Lägenhet,Bostadsrätt,1.0,38.0,,2.0,1902,1341.0,,Ja,1
Ture nermans gränd 6,15 november 2022,3300000,3450000,Lägenhet,Bostadsrätt,1.0,37.5,Nej,1.5,1930,796.0,,Ja,1
"Gästrikegatan 11A, 1TR",15 november 2022,3445000,2995000,Lägenhet,Bostadsrätt,1.0,27.0,Ja,1.0,1909,990.0,8900.0,Nej,6
Tulegatan 32A,15 november 2022,4050000,3995000,Lägenhet,Andel i bostadsförening,1.0,39.0,,2.0,1903,1843.0,7800.0,Ja,0
"Hagaesplanaden 63, 2tr",15 november 2022,2995000,3095000,Lägenhet,Bostadsrätt,1.0,30.5,,2.0,2022,1885.0,,Ja,6
Birger Jarlsgatan 104L,15 november 2022,3250000,3150000,Lägenhet,Bostadsrätt,1.0,31.0,,2.0,1928,2201.0,4700.0,Nej,0
Grev Turegatan 50,16 november 2022,4320000,3750000,Lägenhet,Bostadsrätt,1.0,38.0,Nej,,1883,1280.0,7440.0,,9
"Luntmakargatan 63, 5tr",16 november 2022,3420000,2995000,Lägenhet,Bostadsrätt,1.0,27.0,Ja,5.0,1939,1032.0,5796.0,Ja,0
"Upplandsgatan 49, 4tr",16 november 2022,3000000,2995000,Lägenhet,Bostadsrätt,1.0,29.0,Ja,4.0,1971,1724.0,4200.0,Ja,4
"Sankt Eriksgatan 103, 2tr",17 november 2022,2920000,2650000,Lägenhet,Bostadsrätt,1.0,25.0,Nej,2.0,1928,894.0,5000.0,Ja,6
Gumshornsgatan 6,17 november 2022,3800000,3995000,Lägenhet,Bostadsrätt,1.0,32.5,Ja,1.0,1931,1954.0,10900.0,Ja,3
Roslagsgatan 17A,17 november 2022,3695000,3695000,Lägenhet,Bostadsrätt,1.0,30.0,Ja,2.0,1907,563.0,7400.0,,0
"Västmannagatan 52, 4tr",17 november 2022,2950000,3000000,Lägenhet,Bostadsrätt,1.0,29.0,Ja,4.0,1971,1724.0,,Ja,4
"Valhallavägen 67, 5 tr",18 november 2022,2950000,2750000,Lägenhet,Bostadsrätt,1.0,26.0,Nej,5.0,1934,1324.0,,Ja,0
Tomtebogatan 34c,18 november 2022,3045000,2950000,Lägenhet,Bostadsrätt,1.0,29.0,,4.0,1911,1560.0,7200.0,Ja,6
"Pontonjärgatan 4, 2 tr",18 november 2022,2750000,2695000,Lägenhet,Bostadsrätt,1.0,31.0,,2.0,1931,2150.0,11400.0,Ja,8
Nybrogatan 72,21 november 2022,4150000,4100000,Lägenhet,Bostadsrätt,1.0,35.0,,4.0,1927,1557.0,6800.0,Ja,9
"Vidargatan 5, 1 tr",21 november 2022,3600000,3450000,Lägenhet,Bostadsrätt,1.0,33.0,,1.0,1907,889.0,,Ja,7
Fredhällsgatan 9,22 november 2022,2995000,2995000,Lägenhet,Bostadsrätt,1.0,39.0,,1.0,1931,2250.0,,,2
Frejgatan 16,22 november 2022,3400000,2995000,Lägenhet,Bostadsrätt,1.0,40.0,,,1936,1666.0,,,0
"Kungsholms Strand 139, 4 tr",22 november 2022,3280000,3450000,Lägenhet,Bostadsrätt,1.0,37.0,Ja,4.0,1934,2043.0,10692.0,Ja,1
Cardellgatan 4a,23 november 2022,3650000,3950000,Lägenhet,Bostadsrätt,1.0,28.5,,2.0,0,2012.0,5500.0,,9
"Wennerbergsgatan 6B, vån 2",23 november 2022,1980000,2150000,Lägenhet,Bostadsrätt,1.0,16.0,,1.0,1944,849.0,,Ja,5
Styrmansgatan 16B,24 november 2022,3250000,3200000,Lägenhet,Bostadsrätt,1.0,24.5,Ja,2.0,1929,1827.0,5800.0,Ja,3
Jungfrugatan 36,29 november 2022,4700000,4250000,Lägenhet,Bostadsrätt,1.0,35.0,,1.0,1885,1506.0,7200.0,Ja,9
"Tre Liljor 2B, 3 tr",29 november 2022,3700000,3850000,Lägenhet,Bostadsrätt,1.0,39.0,,3.0,1924,2158.0,6948.0,Ja,7
"Sankt eriksgatan 101A, gårdshus",30 november 2022,2925000,2750000,Lägenhet,Bostadsrätt,1.0,26.0,Nej,1.0,1926,1279.0,6500.0,Ja,6
"Norra Agnegatan 38, 4 tr",30 november 2022,5300000,5295000,Lägenhet,Bostadsrätt,1.0,60.0,Nej,4.0,1906,2200.0,5880.0,Ja,8
"Karlavägen 90A, 1 tr ög",1 december 2022,2765000,2695000,Lägenhet,Bostadsrätt,1.0,21.0,,,1897,1609.0,5400.0,,3
Kommendörsgatan 17,1 december 2022,2400000,2495000,Lägenhet,Bostadsrätt,1.0,18.0,,0.5,1884,531.0,,,9
Kronobergsgatan 18,1 december 2022,3200000,3295000,Lägenhet,Bostadsrätt,1.0,34.0,,1.0,1929,1685.0,,Ja,1
"Igeldammsgatan 34, 6 tr",1 december 2022,3400000,3250000,Lägenhet,Bostadsrätt,1.0,37.0,,6.0,1929,2022.0,6192.0,Ja,1
"Tegnérgatan 55C, 4 tr",2 december 2022,2725000,2595000,Lägenhet,Bostadsrätt,1.0,24.0,Nej,4.0,1929,1674.0,5880.0,Ja,4
Sankt Eriksgatan 85D,2 december 2022,3050000,2700000,Lägenhet,Bostadsrätt,1.0,27.5,,0.5,1927,758.0,6100.0,,6
"Pilgatan 28, 3 tr",2 december 2022,3850000,3795000,Lägenhet,Bostadsrätt,1.0,40.0,,3.0,0,2086.0,6000.0,Ja,8
Valhallavägen 47,3 december 2022,2500000,2595000,Lägenhet,Bostadsrätt,1.0,21.0,Nej,2.0,1930,1312.0,5460.0,Ja,0
Sibyllegatan 26,4 december 2022,3350000,3750000,Lägenhet,Bostadsrätt,1.0,24.0,,,1934,1025.0,4200.0,,9
"Alströmergatan 32D, 4/4 tr",5 december 2022,2750000,2695000,Lägenhet,Bostadsrätt,1.0,26.0,,4.0,1928,1498.0,3720.0,Nej,1
Atlasgatan 9,6 december 2022,3300000,2995000,Lägenhet,Bostadsrätt,1.0,32.0,,4.0,1928,1765.0,,Ja,6
"Norra Agnegatan 36A, gårdshus",6 december 2022,3625000,0,Lägenhet,Bostadsrätt,1.0,33.0,Ja,1.0,1906,1553.0,,Ja,8
"Östermalmsgatan 67, 2 tr",6 december 2022,2400000,2395000,Lägenhet,Bostadsrätt,1.0,18.0,Nej,2.0,1885,919.0,2424.0,Ja,9
Torsgatan 25,7 december 2022,3950000,3695000,Lägenhet,Bostadsrätt,1.0,32.0,Ja,5.0,1928,1624.0,9229.0,Ja,6
"Torsgatan 58, 3tr",7 december 2022,3430000,3395000,Lägenhet,Andel i bostadsförening,1.0,32.0,,3.0,1921,1733.0,,Ja,6
Norrtullsgatan 61,7 december 2022,3500000,3195000,Lägenhet,Bostadsrätt,1.0,30.0,Ja,5.0,1930,1806.0,,Ja,7
Falugatan 15,9 december 2022,3075000,2995000,Lägenhet,Bostadsrätt,1.0,33.0,,,1925,2274.0,,,6
Alströmergatan 35,12 december 2022,3250000,2975000,Lägenhet,Bostadsrätt,1.0,34.0,Ja,2.0,1941,2053.0,4320.0,Ja,1
Atlasgatan 13,12 december 2022,2950000,0,Lägenhet,Bostadsrätt,1.0,27.0,Nej,3.0,1929,1200.0,6500.0,Ja,6
Alströmergatan 32D,13 december 2022,2400000,2295000,Lägenhet,Bostadsrätt,1.0,23.0,Nej,1.0,1929,1427.0,4320.0,Nej,1
Karlsviksgatan 6,13 december 2022,3400000,2850000,Lägenhet,Bostadsrätt,1.0,29.5,Ja,3.0,1924,1866.0,7800.0,Ja,1
"Sysslomansgatan 24, vån 8",14 december 2022,2600000,2375000,Lägenhet,Bostadsrätt,1.0,24.0,Ja,8.0,1939,1230.0,,Ja,1
"Ingemarsgatan 2, vån 6",15 december 2022,3950000,0,Lägenhet,Bostadsrätt,1.0,54.0,,,0,2387.0,,,0
Ola Hanssonsgatan 3,15 december 2022,2700000,2595000,Lägenhet,Bostadsrätt,1.0,28.0,Ja,3.0,1934,1902.0,1800.0,Nej,2
"Västmannagatan 67A, 4tr",19 december 2022,2500000,2500000,Lägenhet,Bostadsrätt,1.0,16.0,Nej,4.0,1885,605.0,,Nej,7
"Sankt Göransgatan 153, 7tr",19 december 2022,2250000,2195000,Lägenhet,Bostadsrätt,1.0,22.5,Nej,7.0,1949,1176.0,6254.0,Ja,5
"Sankt Eriksgatan 55A, ög",20 december 2022,3400000,0,Lägenhet,Bostadsrätt,1.0,35.0,,,1903,1725.0,,,1
Chapmansgatan 5,20 december 2022,3100000,2995000,Lägenhet,Bostadsrätt,1.0,31.0,Nej,,1931,1297.0,3300.0,,1
Sysslomansgatan 26,21 december 2022,2495000,2495000,Lägenhet,Bostadsrätt,1.0,24.0,Nej,,1939,942.0,,,1
"Sveavägen 134, 5tr",21 december 2022,3245000,3195000,Lägenhet,Bostadsrätt,1.0,35.0,Ja,5.0,1937,1988.0,5880.0,Ja,4
Birger Jarlsgatan 104A,27 december 2022,2745000,0,Lägenhet,Bostadsrätt,1.0,21.0,,4.0,1928,1524.0,4720.0,Ja,0
"Lindhagensterrassen 19, vån 12",30 december 2022,3350000,2995000,Lägenhet,Bostadsrätt,1.0,39.0,Ja,12.0,2009,1843.0,4236.0,Ja,5
Roslagsgatan 35A,3 januari 2023,3515000,3500000,Lägenhet,Bostadsrätt,1.0,39.0,Nej,1.0,1899,1920.0,6600.0,Ja,0
"John Ericssonsgatan 18, 3 tr",7 januari 2023,2815000,2550000,Lägenhet,Bostadsrätt,1.0,24.0,Ja,3.0,1935,1013.0,5828.0,Ja,8
"Lindhagensterrassen 19, 14 tr",9 januari 2023,3525000,3195000,Lägenhet,Bostadsrätt,1.0,39.0,Ja,14.0,2009,2045.0,,Ja,5
"Valhallavägen 172, 5 tr",10 januari 2023,3150000,2695000,Lägenhet,Bostadsrätt,1.0,25.0,Ja,5.0,1937,930.0,5400.0,Ja,3
Hagagatan 8A,10 januari 2023,3050000,2695000,Lägenhet,Andel i bostadsförening,1.0,25.0,,,1905,1512.0,,,4
Banérgatan 25 A,10 januari 2023,2750000,2495000,Lägenhet,Bostadsrätt,1.0,25.0,,1.0,1970,704.0,8000.0,Ja,3
"Vanadisvägen 4, 2 tr",11 januari 2023,3100000,2995000,Lägenhet,Bostadsrätt,1.0,29.0,Nej,2.0,1929,1632.0,6480.0,Ja,7
Drottninggatan 112c,11 januari 2023,4175000,3795000,Lägenhet,Bostadsrätt,1.0,36.0,Ja,3.0,0,1193.0,4200.0,Ja,4
Valhallavägen 158,11 januari 2023,2950000,2750000,Lägenhet,Bostadsrätt,1.0,27.0,,5.0,1923,1560.0,8581.0,Ja,3
Rådmansgatan 46,12 januari 2023,2450000,2500000,Lägenhet,Bostadsrätt,1.0,22.0,,4.0,1959,1879.0,6800.0,,0
"Surbrunnsgatan 57, 3 tr",13 januari 2023,3400000,2995000,Lägenhet,Bostadsrätt,1.0,39.0,Nej,5.0,1974,2636.0,,Ja,4
Gyllenstiernsgatan 19,13 januari 2023,2600000,1950000,Lägenhet,Bostadsrätt,1.0,19.0,,3.0,1951,954.0,5400.0,Ja,3
Ola Hanssonsgatan 7,13 januari 2023,2550000,2395000,Lägenhet,Bostadsrätt,1.0,28.0,Nej,,1934,1709.0,4529.0,,2
"Banérgatan 44, 4.5 tr",13 januari 2023,3500000,3250000,Lägenhet,Bostadsrätt,1.0,25.0,,4.5,1939,0.0,6000.0,,3
"Bergsgatan 51, 2tr",13 januari 2023,3665000,3495000,Lägenhet,Bostadsrätt,1.0,35.0,Nej,2.0,1963,961.0,7800.0,Ja,8
"Gästrikegatan 15 A, 2tr",13 januari 2023,2520000,2250000,Lägenhet,Bostadsrätt,1.0,19.0,Nej,2.0,1914,809.0,,Nej,6
"Torbjörn Klockares Gata 2, 2tr",13 januari 2023,3710000,3895000,Lägenhet,Bostadsrätt,1.0,39.0,,2.0,1923,1654.0,,Nej,6
"Heimdalsgatan 7, 4 tr.",13 januari 2023,3900000,3550000,Lägenhet,Bostadsrätt,1.0,34.0,Nej,4.0,1906,1303.0,4800.0,Ja,7
Banérgatan 25 A,13 januari 2023,2750000,2695000,Lägenhet,Bostadsrätt,1.0,25.0,,1.0,1970,705.0,2500.0,Ja,3
Kungsholmsgatan 9,14 januari 2023,2500000,2695000,Lägenhet,Bostadsrätt,1.0,33.0,Nej,1.0,1934,2873.0,,Ja,8
"Lidnersplan 16, 2,5 tr",16 januari 2023,2700000,2495000,Lägenhet,Bostadsrätt,1.0,25.0,Ja,2.5,1937,1384.0,4965.0,Ja,2
"Tre Liljor 1, 3tr",17 januari 2023,3650000,3250000,Lägenhet,Bostadsrätt,1.0,35.0,,3.0,1919,1470.0,4500.0,Ja,7
Västmannagatan 39,17 januari 2023,4110000,3500000,Lägenhet,Andel i bostadsförening,1.0,35.0,Ja,,1881,1564.0,,,4
Sankt Eriksgatan 101,17 januari 2023,2650000,2450000,Lägenhet,Bostadsrätt,1.0,19.0,Nej,5.0,1926,1058.0,6500.0,Ja,6
Alströmergatan 35,17 januari 2023,3150000,2850000,Lägenhet,Bostadsrätt,1.0,33.0,Ja,1.5,1941,2271.0,4200.0,Ja,1
Sankt eriksgatan 64,17 januari 2023,2075000,1495000,Lägenhet,Bostadsrätt,1.0,16.2,Nej,6.0,1929,378.0,6500.0,Ja,6
"Kungsholms strand 171, 4tr",18 januari 2023,3400000,0,Lägenhet,Bostadsrätt,1.0,35.6,Ja,4.0,1930,2096.0,,Ja,1
Kungsholmsgatan 13,18 januari 2023,2660000,2660000,Lägenhet,Bostadsrätt,1.0,28.0,,6.0,1934,2581.0,3200.0,,8
"Alströmergatan 32S, 2 tr",18 januari 2023,2975000,2950000,Lägenhet,Bostadsrätt,1.0,28.0,Nej,2.0,1929,1570.0,,Nej,1
"Väringgatan 27, 2 tr",18 januari 2023,2900000,2995000,Lägenhet,Bostadsrätt,1.0,33.0,Nej,2.0,1936,1885.0,,Ja,6
"Alströmergatan 32 H, 2tr",18 januari 2023,2950000,2795000,Lägenhet,Bostadsrätt,1.0,28.0,,2.0,1928,1712.0,3240.0,Nej,1
Sven Rinmans Gata 3,19 januari 2023,3605000,3395000,Lägenhet,Bostadsrätt,1.0,39.0,Nej,0.5,1931,2096.0,10308.0,Ja,1
"Atterbomsvägen 28, 5tr",19 januari 2023,3020000,2695000,Lägenhet,Bostadsrätt,1.0,35.0,Nej,5.0,1937,2150.0,8112.0,Ja,5
"Sankt Göransgatan 153, 6tr",19 januari 2023,2350000,2350000,Lägenhet,Bostadsrätt,1.0,24.5,Nej,6.0,1949,1282.0,,Ja,5
Sankt Göransgatan 153,19 januari 2023,2400000,2350000,Lägenhet,Bostadsrätt,1.0,24.5,Nej,5.0,1950,1282.0,1500.0,Ja,5
"Kammakargatan 70, 4tr",19 januari 2023,3010000,2995000,Lägenhet,Bostadsrätt,1.0,29.0,Ja,4.0,1946,1512.0,4507.0,Ja,4
"Hagagatan 15A, 27kvm",19 januari 2023,3050000,2695000,Lägenhet,Bostadsrätt,1.0,27.0,Nej,,1981,1316.0,5600.0,,4
Birger Jarlsgatan 104D,19 januari 2023,3500000,3150000,Lägenhet,Bostadsrätt,1.0,31.0,,3.0,1928,2145.0,9400.0,Nej,0
"Tre liljor 6, 3 tr",20 januari 2023,2810000,2395000,Lägenhet,Bostadsrätt,1.0,25.0,Nej,3.0,1924,1151.0,8112.0,Ja,7
Fredhällsgatan 9,20 januari 2023,2285000,2150000,Lägenhet,Bostadsrätt,1.0,20.0,Nej,1.0,1931,1050.0,,Nej,2
Kaptensgatan 14B,20 januari 2023,3950000,4200000,Lägenhet,Bostadsrätt,1.0,32.0,,,1896,1454.0,4000.0,,9
"Eriksbergsgatan 9, 0tr",22 januari 2023,4100000,4200000,Lägenhet,Bostadsrätt,1.0,39.0,,0.5,1917,2169.0,5400.0,Ja,0
"Kungsklippan 11, 4 tr",23 januari 2023,2575000,2495000,Lägenhet,Bostadsrätt,1.0,24.0,Nej,4.0,1937,2286.0,,Ja,8
